OrderNo,Barcode,TrnType,TrnPrice,TrnQty,TaxPer,TaxValue,DiscAmount,DiscPer,MRP
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,357.45,1,4,13.75,237.55,39.92,595
,,Sale,1045,1,12.5,116.11,0,0,1045
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,599,1,4,23.04,0,0,599
,,Sale,297.45,1,4,11.44,197.55,39.91,495
,,Sale,449,1,4,17.27,0,0,449
,,Sale,1790,1,12.5,198.89,0,0,1790
,,Sale,1664.8,1,12.5,184.98,1110.2,40.01,2775
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,299.16,1,4,11.51,199.84,40.05,499
,,Sale,790,1,12.5,87.78,0,0,790
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,209.16,1,4,8.04,139.84,40.07,349
,,Sale,443,1,4,17.04,0,0,443
,,Sale,281.16,1,4,10.81,187.84,40.05,469
,,Sale,357.45,1,4,13.75,237.55,39.92,595
,,Sale,570.4,1,12.5,63.38,379.6,39.96,950
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,1790,1,12.5,198.89,0,0,1790
,,Sale,1290,2,12.5,143.33,0,0,1290
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,979,1,4,37.65,0,0,979
,,Sale,250,1,4,9.62,0,0,250
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,420,1,4,16.15,280,40,700
,,Sale,515,1,4,19.81,0,0,515
,,Sale,2093,1,12.5,232.56,0,0,2093
,,Sale,4129.85,1,12.5,458.87,1770.15,30,5900
,,Sale,399,1,4,15.35,0,0,399
,,Sale,944.8,1,12.5,104.98,630.2,40.01,1575
,,Sale,810.4,1,12.5,90.04,539.6,39.97,1350
,,Sale,125,1,0,0,0,0,125
,,Sale,2990,1,12.5,332.22,0,0,2990
,,Sale,359.17,1,4,13.81,239.83,40.04,599
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,767,1,12.5,85.22,0,0,767
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,75,1,0,0,54,41.86,129
,,Sale,3289.88,1,12.5,365.54,1410.12,30,4700
,,Sale,-2100,-1,4,80.77,-900,30,3000
,,Sale,-1260,-1,4,48.46,-540,30,1800
,,Sale,353,1,4,13.58,0,0,353
,,Sale,1545,1,12.5,171.67,0,0,1545
,,Sale,480,1,0,0,320,40,800
,,Sale,399,1,4,15.35,0,0,399
,,Sale,629,1,4,24.19,0,0,629
,,Sale,630,1,4,24.23,270,30,900
,,Sale,354,1,4,13.62,236,40,590
,,Sale,630,1,4,24.23,270,30,900
,,Sale,349,1,0,0,0,0,349
,,Sale,349,1,0,0,0,0,349
,,Sale,3639.87,1,12.5,404.43,1560.13,30,5200
,,Sale,-4829.83,-1,12.5,536.65,-2070.17,30,6900
,,Sale,125,1,0,0,0,0,125
,,Sale,2169.92,1,12.5,241.1,930.08,30,3100
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,2700,1,12.5,300,1800,40,4500
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,2169.92,1,12.5,241.1,930.08,30,3100
,,Sale,564,1,4,21.69,0,0,564
,,Sale,1099,1,4,42.27,0,0,1099
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,80.5,1,0,0,34.5,30,115
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,280,1,4,10.77,0,0,280
,,Sale,350,1,4,13.46,0,0,350
,,Sale,120,1,0,0,80,40,200
,,Sale,80.5,1,0,0,34.5,30,115
,,Sale,2379.91,1,12.5,264.43,1020.09,30,3400
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,482,1,4,18.54,0,0,482
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,780,1,12.5,86.67,520,40,1300
,,Sale,713,1,4,27.42,0,0,713
,,Sale,1290,2,12.5,143.33,0,0,1290
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,3429.88,1,12.5,381.1,1470.12,30,4900
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,399,1,4,15.35,0,0,399
,,Sale,840,1,0,0,360,30,1200
,,Sale,979,1,4,37.65,0,0,979
,,Sale,1399,1,4,53.81,0,0,1399
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,660,1,12.5,73.33,440,40,1100
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,280,1,4,10.77,0,0,280
,,Sale,769.97,1,12.5,85.55,330.03,30,1100
,,Sale,129,1,0,0,0,0,129
,,Sale,387.45,1,4,14.9,257.55,39.93,645
,,Sale,599,1,4,23.04,0,0,599
,,Sale,-1057.3,-1,12.5,117.48,-32.7,3,1090
,,Sale,375,1,4,14.42,0,0,375
,,Sale,979,1,4,37.65,0,0,979
,,Sale,599,1,4,23.04,0,0,599
,,Sale,359.17,1,4,13.81,239.83,40.04,599
,,Sale,599,1,4,23.04,0,0,599
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,125,1,0,0,0,0,125
,,Sale,979,1,4,37.65,0,0,979
,,Sale,649,1,4,24.96,0,0,649
,,Sale,399,1,4,15.35,0,0,399
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,399,1,4,15.35,0,0,399
,,Sale,681,1,4,26.19,0,0,681
,,Sale,849,1,4,32.65,0,0,849
,,Sale,237.44,1,4,9.13,157.56,39.89,395
,,Sale,209.16,1,4,8.04,139.84,40.07,349
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,750.4,1,12.5,83.38,499.6,39.97,1250
,,Sale,209.16,1,4,8.04,139.84,40.07,349
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,279,1,0,0,0,0,279
,,Sale,80.5,1,0,0,34.5,30,115
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,2379.91,1,12.5,264.43,1020.09,30,3400
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,420,1,4,16.15,0,0,420
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,350,1,4,13.46,0,0,350
,,Sale,299,1,4,11.5,0,0,299
,,Sale,443,1,4,17.04,0,0,443
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,2309.92,1,12.5,256.66,990.08,30,3300
,,Sale,849,1,4,32.65,0,0,849
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,394,1,4,15.15,0,0,394
,,Sale,299.16,1,4,11.51,199.84,40.05,499
,,Sale,482,1,4,18.54,0,0,482
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,387.45,1,4,14.9,257.55,39.93,645
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,-1090,-1,12.5,121.11,0,0,1090
,,Sale,267.45,1,4,10.29,177.55,39.9,445
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,412,1,4,15.85,0,0,412
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,704.8,1,12.5,78.31,470.2,40.02,1175
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,564,1,4,21.69,0,0,564
,,Sale,280,1,4,10.77,0,0,280
,,Sale,250,1,4,9.62,0,0,250
,,Sale,979,1,4,37.65,0,0,979
,,Sale,-665.33,-1,4,25.59,-533.67,44.51,1199
,,Sale,769.97,1,12.5,85.55,330.03,30,1100
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,280,1,4,10.77,0,0,280
,,Sale,280,1,4,10.77,0,0,280
,,Sale,599,1,4,23.04,0,0,599
,,Sale,1743,1,12.5,193.67,0,0,1743
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,209.16,1,4,8.04,139.84,40.07,349
,,Sale,221.16,1,4,8.51,147.84,40.07,369
,,Sale,239.16,1,4,9.2,159.84,40.06,399
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,979,1,4,37.65,0,0,979
,,Sale,239,1,0,0,0,0,239
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,1664.8,1,12.5,184.98,1110.2,40.01,2775
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,350,1,4,13.46,0,0,350
,,Sale,3289.88,1,12.5,365.54,1410.12,30,4700
,,Sale,448,1,4,17.23,0,0,448
,,Sale,443,1,4,17.04,0,0,443
,,Sale,399,1,4,15.35,0,0,399
,,Sale,780,1,12.5,86.67,520,40,1300
,,Sale,884.8,1,12.5,98.31,590.2,40.01,1475
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,197.16,1,0,0,131.84,40.07,329
,,Sale,979,1,4,37.65,0,0,979
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,270,1,4,10.38,180,40,450
,,Sale,294,1,4,11.31,196,40,490
,,Sale,354,1,4,13.62,236,40,590
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,763,1,12.5,84.78,0,0,763
,,Sale,120,1,0,0,80,40,200
,,Sale,2309.92,1,12.5,256.66,990.08,30,3300
,,Sale,-1213.38,-1,12.5,134.82,-661.62,35.29,1875
,,Sale,480,1,12.5,53.33,320,40,800
,,Sale,660,1,12.5,73.33,440,40,1100
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,300,1,4,11.54,200,40,500
,,Sale,599,1,0,0,0,0,599
,,Sale,1399,1,4,53.81,0,0,1399
,,Sale,599,1,4,23.04,0,0,599
,,Sale,412,1,4,15.85,0,0,412
,,Sale,354,1,4,13.62,236,40,590
,,Sale,279,1,0,0,0,0,279
,,Sale,249,1,0,0,0,0,249
,,Sale,2729.9,1,12.5,303.32,1170.1,30,3900
,,Sale,279,1,0,0,0,0,279
,,Sale,299,1,4,11.5,0,0,299
,,Sale,450,1,4,17.31,0,0,450
,,Sale,849,1,4,32.65,0,0,849
,,Sale,700,1,4,26.92,0,0,700
,,Sale,499,1,0,0,0,0,499
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,-650,-1,4,25,0,0,650
,,Sale,280,1,4,10.77,0,0,280
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,849,1,4,32.65,0,0,849
,,Sale,979,1,4,37.65,0,0,979
,,Sale,2309.92,1,12.5,256.66,990.08,30,3300
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,1784.8,1,12.5,198.31,1190.2,40.01,2975
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,564,1,4,21.69,0,0,564
,,Sale,780,1,12.5,86.67,520,40,1300
,,Sale,542.25,1,12.5,60.25,232.75,30.03,775
,,Sale,2169.92,1,12.5,241.1,930.08,30,3100
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,350,1,4,13.46,0,0,350
,,Sale,250,1,4,9.62,0,0,250
,,Sale,599,1,4,23.04,0,0,599
,,Sale,-1199,-1,4,46.12,0,0,1199
,,Sale,780,1,12.5,86.67,520,40,1300
,,Sale,749,1,4,28.81,0,0,749
,,Sale,849,1,4,32.65,0,0,849
,,Sale,979,1,4,37.65,0,0,979
,,Sale,250,1,4,9.62,0,0,250
,,Sale,250,1,4,9.62,0,0,250
,,Sale,979,1,4,37.65,0,0,979
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,1382.22,1,12.5,153.58,592.78,30.01,1975
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,-849,-1,4,32.65,0,0,849
,,Sale,542.25,1,12.5,60.25,232.75,30.03,775
,,Sale,960,1,12.5,106.67,640,40,1600
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,849,1,4,32.65,0,0,849
,,Sale,450,1,4,17.31,300,40,750
,,Sale,350,1,4,13.46,0,0,350
,,Sale,354,1,4,13.62,236,40,590
,,Sale,499,1,12.5,55.44,0,0,499
,,Sale,3639.87,1,12.5,404.43,1560.13,30,5200
,,Sale,704.8,1,12.5,78.31,470.2,40.02,1175
,,Sale,478,1,4,18.38,0,0,478
,,Sale,1743,1,12.5,193.67,0,0,1743
,,Sale,1364.8,1,12.5,151.64,910.2,40.01,2275
,,Sale,412,1,4,15.85,0,0,412
,,Sale,849,1,4,32.65,0,0,849
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,249,1,0,0,0,0,249
,,Sale,299,1,4,11.5,0,0,299
,,Sale,80.5,1,0,0,34.5,30,115
,,Sale,1500,1,4,57.69,0,0,1500
,,Sale,560,1,4,21.54,240,30,800
,,Sale,2775,1,12.5,308.33,925,25,3700
,,Sale,824,1,4,31.69,0,0,824
,,Sale,419.17,1,4,16.12,279.83,40.03,699
,,Sale,649,2,4,24.96,0,0,649
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,899,1,4,34.58,0,0,899
,,Sale,1190,1,12.5,132.22,0,0,1190
,,Sale,1290,1,12.5,143.33,0,0,1290
,,Sale,109,1,0,0,0,0,109
,,Sale,1743,1,12.5,193.67,0,0,1743
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,824,1,4,31.69,0,0,824
,,Sale,749,1,4,28.81,0,0,749
,,Sale,443,1,4,17.04,0,0,443
,,Sale,414,1,4,15.92,0,0,414
,,Sale,601,1,4,23.12,0,0,601
,,Sale,1190,1,4,45.77,310,20.67,1500
,,Sale,419,1,4,16.12,0,0,419
,,Sale,479.17,1,4,18.43,319.83,40.03,799
,,Sale,690,1,4,26.54,460,40,1150
,,Sale,359.17,1,4,13.81,239.83,40.04,599
,,Sale,269.16,1,0,0,179.84,40.05,449
,,Sale,599,1,4,23.04,0,0,599
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,482,1,4,18.54,0,0,482
,,Sale,299,1,0,0,0,0,299
,,Sale,537.46,1,4,20.67,357.54,39.95,895
,,Sale,447.46,1,4,17.21,297.54,39.94,745
,,Sale,2379.91,1,12.5,264.43,1020.09,30,3400
,,Sale,2169.92,1,12.5,241.1,930.08,30,3100
,,Sale,477.46,1,4,18.36,317.54,39.94,795
,,Sale,179.15,1,4,6.89,119.85,40.08,299
,,Sale,450,1,4,17.31,0,0,450
,,Sale,280,1,4,10.77,0,0,280
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,1190,1,12.5,132.22,0,0,1190
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,979,1,4,37.65,0,0,979
,,Sale,2309.92,1,12.5,256.66,990.08,30,3300
,,Sale,790,1,12.5,87.78,0,0,790
,,Sale,299,1,4,11.5,0,0,299
,,Sale,353,1,4,13.58,0,0,353
,,Sale,656,1,4,25.23,0,0,656
,,Sale,840,1,4,32.31,360,30,1200
,,Sale,412,1,4,15.85,0,0,412
,,Sale,299,1,4,11.5,0,0,299
,,Sale,270,1,4,10.38,180,40,450
,,Sale,482,1,4,18.54,0,0,482
,,Sale,480,1,0,0,320,40,800
,,Sale,281.16,1,4,10.81,187.84,40.05,469
,,Sale,1290,1,12.5,143.33,0,0,1290
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,221.16,1,4,8.51,147.84,40.07,369
,,Sale,299,1,4,11.5,0,0,299
,,Sale,299,1,4,11.5,0,0,299
,,Sale,570.4,1,12.5,63.38,379.6,39.96,950
,,Sale,350,1,4,13.46,0,0,350
,,Sale,279,1,0,0,0,0,279
,,Sale,2309.92,1,12.5,256.66,990.08,30,3300
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,512,1,4,19.69,0,0,512
,,Sale,391,1,4,15.04,0,0,391
,,Sale,2379.91,1,12.5,264.43,1020.09,30,3400
,,Sale,350,1,4,13.46,0,0,350
,,Sale,449,1,4,17.27,0,0,449
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,279.12,1,0,0,119.88,30.05,399
,,Sale,780,1,12.5,86.67,520,40,1300
,,Sale,480,1,0,0,320,40,800
,,Sale,539.18,1,4,20.74,359.82,40.02,899
,,Sale,299.16,1,4,11.51,199.84,40.05,499
,,Sale,839.2,1,4,32.28,559.8,40.01,1399
,,Sale,99,1,0,0,0,0,99
,,Sale,601,2,4,23.12,0,0,601
,,Sale,-597.31,-1,4,22.97,-202.69,25.34,800
,,Sale,354,1,4,13.62,236,40,590
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,350,1,4,13.46,0,0,350
,,Sale,280,1,4,10.77,0,0,280
,,Sale,250,1,4,9.62,0,0,250
,,Sale,221.16,1,4,8.51,147.84,40.07,369
,,Sale,650,1,4,25,0,0,650
,,Sale,-849,-1,4,32.65,0,0,849
,,Sale,350,1,4,13.46,0,0,350
,,Sale,297.45,1,4,11.44,197.55,39.91,495
,,Sale,280,1,4,10.77,0,0,280
,,Sale,389.17,1,4,14.97,259.83,40.04,649
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,280,1,4,10.77,0,0,280
,,Sale,369,1,4,14.19,0,0,369
,,Sale,269,1,4,10.35,0,0,269
,,Sale,687,1,4,26.42,0,0,687
,,Sale,700,1,0,0,300,30,1000
,,Sale,713,1,4,27.42,0,0,713
,,Sale,749,1,4,28.81,0,0,749
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,1184.8,1,12.5,131.64,790.2,40.01,1975
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,944.8,1,12.5,104.98,630.2,40.01,1575
,,Sale,750.4,1,12.5,83.38,499.6,39.97,1250
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,979,1,4,37.65,0,0,979
,,Sale,300,1,12.5,33.33,200,40,500
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,2490,1,12.5,276.67,0,0,2490
,,Sale,1190,1,12.5,132.22,0,0,1190
,,Sale,419,1,0,0,0,0,419
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,85,1,0,0,14,14.14,99
,,Sale,849,1,4,32.65,0,0,849
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,109,1,0,0,0,0,109
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,2379.91,1,12.5,264.43,220.09,8.46,2600
,,Sale,2379.91,1,12.5,264.43,220.09,8.46,2600
,,Sale,2589.91,1,12.5,287.77,1110.09,30,3700
,,Sale,979,1,4,37.65,0,0,979
,,Sale,399,1,4,15.35,0,0,399
,,Sale,1312.22,1,12.5,145.8,562.78,30.01,1875
,,Sale,790,1,12.5,87.78,0,0,790
,,Sale,753,1,4,28.96,0,0,753
,,Sale,1399,1,4,53.81,0,0,1399
,,Sale,979,1,4,37.65,0,0,979
,,Sale,1099,1,4,42.27,0,0,1099
,,Sale,2379.91,1,12.5,264.43,220.09,8.46,2600
,,Sale,449,1,4,17.27,0,0,449
,,Sale,599,1,4,23.04,0,0,599
,,Sale,1045,1,12.5,116.11,0,0,1045
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,584.8,1,12.5,64.98,390.2,40.02,975
,,Sale,1545,1,12.5,171.67,0,0,1545
,,Sale,99,1,0,0,0,0,99
,,Sale,125,1,0,0,0,0,125
,,Sale,4829.83,1,12.5,536.65,2070.17,30,6900
,,Sale,449,1,4,17.27,0,0,449
,,Sale,910,1,4,35,390,30,1300
,,Sale,-109,-1,0,0,0,0,109
,,Sale,849,1,4,32.65,0,0,849
,,Sale,350,1,4,13.46,0,0,350
,,Sale,790,1,12.5,87.78,0,0,790
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,849,1,4,32.65,0,0,849
,,Sale,1399,1,4,53.81,0,0,1399
,,Sale,660,1,12.5,73.33,440,40,1100
,,Sale,599,1,4,23.04,0,0,599
,,Sale,389,1,4,14.96,0,0,389
,,Sale,482,1,4,18.54,0,0,482
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,3490,1,12.5,387.78,0,0,3490
,,Sale,2093,1,12.5,232.56,0,0,2093
,,Sale,-1731.26,-1,12.5,192.36,-1243.74,41.81,2975
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,-944.8,-1,12.5,104.98,-630.2,40.01,1575
,,Sale,1045,1,12.5,116.11,0,0,1045
,,Sale,350,1,4,13.46,0,0,350
,,Sale,599,1,4,23.04,0,0,599
,,Sale,749,1,4,28.81,0,0,749
,,Sale,350,1,4,13.46,0,0,350
,,Sale,-839.2,-1,4,32.28,-559.8,40.01,1399
,,Sale,840,1,4,32.31,360,30,1200
,,Sale,360,1,4,13.85,240,40,600
,,Sale,1743,1,12.5,193.67,0,0,1743
,,Sale,297.45,1,4,11.44,197.55,39.91,495
,,Sale,314,1,4,12.08,0,0,314
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,700,1,4,26.92,0,0,700
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,450,1,4,17.31,300,40,750
,,Sale,350,1,4,13.46,0,0,350
,,Sale,1680,1,12.5,186.67,1120,40,2800
,,Sale,1382.22,1,12.5,153.58,592.78,30.01,1975
,,Sale,327.45,1,4,12.59,217.55,39.92,545
,,Sale,120,1,0,0,80,40,200
,,Sale,565,1,4,21.73,0,0,565
,,Sale,1440,1,12.5,160,960,40,2400
,,Sale,422,1,4,16.23,0,0,422
,,Sale,285,1,4,10.96,190,40,475
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,565,1,4,21.73,0,0,565
,,Sale,399,1,4,15.35,0,0,399
,,Sale,700,1,4,26.92,0,0,700
,,Sale,449,1,4,17.27,0,0,449
,,Sale,590,1,12.5,65.56,0,0,590
,,Sale,979,1,4,37.65,0,0,979
,,Sale,360,1,4,13.85,240,40,600
,,Sale,350,1,4,13.46,0,0,350
,,Sale,1225.42,1,12.5,136.16,524.58,29.98,1750
,,Sale,763,1,12.5,84.78,0,0,763
,,Sale,790,1,12.5,87.78,0,0,790
,,Sale,849,1,4,32.65,0,0,849
,,Sale,350,1,4,13.46,0,0,350
,,Sale,1790,1,12.5,198.89,0,0,1790
,,Sale,422,1,4,16.23,0,0,422
,,Sale,599,1,4,23.04,0,0,599
,,Sale,565,1,4,21.73,0,0,565
,,Sale,389.17,1,4,14.97,259.83,40.04,649
,,Sale,281.16,1,4,10.81,187.84,40.05,469
,,Sale,599,1,4,23.04,0,0,599
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,979,1,4,37.65,0,0,979
,,Sale,387.45,1,4,14.9,257.55,39.93,645
,,Sale,565,1,4,21.73,0,0,565
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,3079.89,1,12.5,342.21,1320.11,30,4400
,,Sale,2939.89,1,12.5,326.65,1260.11,30,4200
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,443,1,4,17.04,0,0,443
,,Sale,443,1,4,17.04,0,0,443
,,Sale,280,1,4,10.77,0,0,280
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,353,1,4,13.58,0,0,353
,,Sale,281.16,1,4,10.81,187.84,40.05,469
,,Sale,280,2,4,10.77,0,0,280
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,660,1,12.5,73.33,440,40,1100
,,Sale,360,1,12.5,40,240,40,600
,,Sale,750.4,1,12.5,83.38,499.6,39.97,1250
,,Sale,2169.92,1,12.5,241.1,930.08,30,3100
,,Sale,240,1,0,0,160,40,400
,,Sale,350,1,4,13.46,0,0,350
,,Sale,499,1,0,0,0,0,499
,,Sale,391,1,4,15.04,0,0,391
,,Sale,979,1,4,37.65,0,0,979
,,Sale,1190,1,12.5,132.22,0,0,1190
,,Sale,810.4,1,12.5,90.04,539.6,39.97,1350
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,537.46,1,4,20.67,357.54,39.95,895
,,Sale,1290,1,12.5,143.33,0,0,1290
,,Sale,763,1,12.5,84.78,0,0,763
,,Sale,279,1,0,0,0,0,279
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,-1620,-1,12.5,180,-1080,40,2700
,,Sale,279,1,0,0,0,0,279
,,Sale,2379.91,1,12.5,264.43,1020.09,30,3400
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,327.45,1,4,12.59,217.55,39.92,545
,,Sale,750.4,1,12.5,83.38,499.6,39.97,1250
,,Sale,660,1,12.5,73.33,440,40,1100
,,Sale,1290,1,12.5,143.33,0,0,1290
,,Sale,-1199,-1,4,46.12,0,0,1199
,,Sale,120,1,0,0,80,40,200
,,Sale,979,1,4,37.65,0,0,979
,,Sale,209.16,1,4,8.04,139.84,40.07,349
,,Sale,1290,1,12.5,143.33,0,0,1290
,,Sale,3490,1,12.5,387.78,0,0,3490
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,565,1,4,21.73,0,0,565
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,1590,1,12.5,176.67,0,0,1590
,,Sale,1490,1,12.5,165.56,0,0,1490
,,Sale,-4466.02,-1,12.5,496.22,-2433.98,35.28,6900
,,Sale,329.16,1,4,12.66,219.84,40.04,549
,,Sale,350,1,4,13.46,0,0,350
,,Sale,420,1,4,16.15,0,0,420
,,Sale,539.18,1,4,20.74,359.82,40.02,899
,,Sale,3429.88,1,12.5,381.1,1470.12,30,4900
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,537.46,1,4,20.67,357.54,39.95,895
,,Sale,249,1,4,9.58,0,0,249
,,Sale,297.45,1,4,11.44,197.55,39.91,495
,,Sale,329.16,1,4,12.66,219.84,40.04,549
,,Sale,979,1,4,37.65,0,0,979
,,Sale,443,1,4,17.04,0,0,443
,,Sale,450,1,4,17.31,300,40,750
,,Sale,637,1,4,24.5,0,0,637
,,Sale,270,1,4,10.38,180,40,450
,,Sale,379,1,4,14.58,0,0,379
,,Sale,350,1,4,13.46,0,0,350
,,Sale,490,1,4,18.85,210,30,700
,,Sale,945.43,1,12.5,105.05,404.57,29.97,1350
,,Sale,1382.22,1,12.5,153.58,592.78,30.01,1975
,,Sale,280,1,4,10.77,0,0,280
,,Sale,1090,1,12.5,121.11,0,0,1090
,,Sale,770,1,4,29.62,330,30,1100
,,Sale,443,1,4,17.04,0,0,443
,,Sale,280,1,4,10.77,0,0,280
,,Sale,899,1,4,34.58,0,0,899
,,Sale,524,1,4,20.15,0,0,524
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,269.16,1,4,10.35,179.84,40.05,449
,,Sale,314,1,4,12.08,0,0,314
,,Sale,704.8,1,12.5,78.31,470.2,40.02,1175
,,Sale,350,1,4,13.46,150,30,500
,,Sale,1199,1,4,46.12,0,0,1199
,,Sale,849,1,4,32.65,0,0,849
,,Sale,349,1,0,0,0,0,349
,,Sale,160,1,0,0,40,20,200
